id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,effective_bst,bst_efficiency,speed_tier,cluster_id,assigned_role
472,gliscor,flying,ground,hyper-cutter,sand-veil,poison-heal,75,95,125,45,75,95,42.5,2.0,510,9375,5625,2.111110641975413,235,275,465,0.9117647058823528,2,3,Physical Sweeper
473,mamoswine,ground,ice,oblivious,snow-cloak,thick-fat,110,130,80,70,60,80,291.0,2.5,530,8800,6600,1.8571425918367723,280,250,460,0.8679245283018868,2,3,Physical Sweeper
474,porygon-z,normal,,adaptability,download,analytic,85,80,70,135,75,90,34.0,0.9,535,5950,6375,0.5925925486968482,305,230,455,0.8504672897196262,2,0,Special Sweeper
475,gallade,fighting,psychic,steadfast,sharpness,justified,68,125,65,65,115,80,52.0,1.6,518,4420,7820,1.9230766272189803,270,248,453,0.8745173745173745,2,1,Physical Sweeper
476,probopass,rock,steel,sturdy,magnet-pull,sand-force,60,55,145,75,150,40,340.0,1.4,525,8700,9000,0.7333332355555685,170,355,470,0.8952380952380953,0,7,Tank/Wall
477,dusknoir,ghost,,pressure,frisk,,45,100,135,65,135,45,106.6,2.2,525,6075,6075,1.5384613017751845,210,315,460,0.8761904761904762,0,7,Tank/Wall
478,froslass,ghost,ice,snow-cloak,cursed-body,,70,80,70,80,70,110,26.6,1.3,480,4900,4900,0.9999998750000156,270,210,400,0.8333333333333334,3,0,Hybrid Offense
479,rotom,electric,ghost,levitate,,,50,50,77,95,77,91,0.3,0.3,440,3850,3850,0.526315734072028,236,204,390,0.8863636363636364,2,1,Special Sweeper
480,uxie,psychic,,levitate,,,75,75,130,75,130,95,0.3,0.3,580,9750,9750,0.9999998666666844,245,335,505,0.8706896551724138,2,2,Hybrid Offense
481,mesprit,psychic,,levitate,,,80,105,105,105,105,80,0.3,0.3,580,8400,8400,0.9999999047619138,290,290,475,0.8189655172413793,2,2,Hybrid Offense
482,azelf,psychic,,levitate,,,75,125,70,125,70,115,0.3,0.3,580,5250,5250,0.9999999200000064,365,215,455,0.7844827586206896,3,0,Hybrid Offense
483,dialga,dragon,steel,pressure,telepathy,,100,120,120,150,100,90,683.0,5.4,680,12000,10000,0.7999999466666702,360,320,560,0.8235294117647058,2,2,Special Sweeper
484,palkia,dragon,water,pressure,telepathy,,90,120,100,150,120,100,336.0,4.2,680,9000,10800,0.7999999466666702,370,310,560,0.8235294117647058,3,2,Special Sweeper
485,heatran,fire,steel,flash-fire,flame-body,,91,90,106,130,106,77,430.0,1.7,600,9646,9646,0.6923076390532585,297,303,510,0.85,1,7,Bulky Offense
486,regigigas,normal,,slow-start,,,110,160,110,80,110,100,420.0,3.7,670,12100,12100,1.9999997500000313,340,330,590,0.8805970149253731,3,2,Physical Sweeper
487,giratina-altered,dragon,ghost,pressure,telepathy,,150,100,120,100,120,90,750.0,4.5,680,18000,18000,0.99999990000001,290,390,580,0.8529411764705882,2,2,Hybrid Offense
488,cresselia,psychic,,levitate,,,120,70,110,75,120,85,85.6,1.5,580,13200,14400,0.9333332088889056,230,350,510,0.8793103448275862,2,2,Hybrid Offense
489,phione,water,,hydration,,,80,80,80,80,80,80,3.1,0.4,480,6400,6400,0.9999998750000156,240,240,400,0.8333333333333334,2,1,Hybrid Offense
490,manaphy,water,,hydration,,,100,100,100,100,100,100,1.4,0.3,600,10000,10000,0.99999990000001,300,300,500,0.8333333333333334,3,2,Hybrid Offense
491,darkrai,dark,,bad-dreams,,,70,90,90,135,90,125,50.5,1.5,600,6300,6300,0.6666666172839543,350,250,510,0.85,4,0,Special Sweeper
492,shaymin-land,grass,,natural-cure,,,100,100,100,100,100,100,2.1,0.2,600,10000,10000,0.99999990000001,300,300,500,0.8333333333333334,3,2,Hybrid Offense
493,arceus,normal,,multitype,,,120,120,120,120,120,120,320.0,3.2,720,14400,14400,0.9999999166666736,360,360,600,0.8333333333333334,4,2,Hybrid Offense
494,victini,fire,psychic,victory-star,,,100,100,100,100,100,100,4.0,0.4,600,10000,10000,0.99999990000001,300,300,500,0.8333333333333334,3,2,Hybrid Offense
495,snivy,grass,,overgrow,contrary,,45,45,55,45,55,63,8.1,0.6,308,2475,2475,0.9999997777778272,153,155,263,0.8538961038961039,1,4,Support
496,servine,grass,,overgrow,contrary,,60,60,75,60,75,83,16.0,0.8,413,4500,4500,0.9999998333333612,203,210,353,0.8547215496368039,2,1,Hybrid Offense
497,serperior,grass,,overgrow,contrary,,75,75,95,75,95,113,63.0,3.3,528,7125,7125,0.9999998666666844,263,265,453,0.8579545454545454,3,0,Hybrid Offense
498,tepig,fire,,blaze,thick-fat,,65,63,45,45,45,45,9.9,0.5,308,2925,2925,1.399999688888958,153,155,263,0.8538961038961039,0,4,Support
499,pignite,fighting,fire,blaze,thick-fat,,90,93,55,70,55,55,55.5,1.0,418,4950,4950,1.3285712387755373,218,200,348,0.8325358851674641,1,1,Support
500,emboar,fighting,fire,blaze,reckless,,110,123,65,100,65,65,150.0,1.6,528,7150,7150,1.2299998770000122,288,240,428,0.8106060606060606,1,7,Bulky Offense
501,oshawott,water,,torrent,shell-armor,,55,55,45,63,45,45,5.9,0.5,308,2475,2475,0.8730157344419469,163,145,253,0.8214285714285714,0,4,Support
502,dewott,water,,torrent,shell-armor,,75,75,60,83,60,60,24.5,0.8,413,4500,4500,0.9036143489621266,218,195,338,0.8184019370460048,1,1,Support
503,samurott,water,,torrent,shell-armor,,95,100,85,108,70,70,94.6,1.5,528,8075,6650,0.9259258401920518,278,250,428,0.8106060606060606,1,7,Bulky Offense
504,patrat,normal,,run-away,keen-eye,analytic,45,55,39,35,39,42,11.6,0.5,255,1755,1755,1.5714281224491078,132,123,220,0.8627450980392157,0,4,Support
505,watchog,normal,,illuminate,keen-eye,analytic,60,85,69,60,69,77,27.0,1.1,420,4140,4140,1.416666430555595,222,198,360,0.8571428571428571,1,1,Support
506,lillipup,normal,,vital-spirit,pickup,run-away,45,60,45,25,45,55,4.1,0.4,275,2025,2025,2.399999040000384,140,135,250,0.9090909090909092,1,4,Support
507,herdier,normal,,intimidate,sand-rush,scrappy,65,80,65,35,65,60,14.7,0.9,370,4225,4225,2.2857136326532475,175,195,335,0.9054054054054054,1,4,Support
508,stoutland,normal,,intimidate,sand-rush,scrappy,85,110,90,45,90,80,61.0,1.2,500,7650,7650,2.4444439012346884,235,265,455,0.91,2,3,Physical Sweeper
509,purrloin,dark,,limber,unburden,prankster,41,50,37,50,37,66,10.1,0.4,281,1517,1517,0.99999980000004,166,115,231,0.8220640569395018,1,4,Support
510,liepard,dark,,limber,unburden,prankster,64,88,50,88,50,106,37.5,1.1,446,3200,3200,0.9999998863636492,282,164,358,0.8026905829596412,3,0,Hybrid Offense
511,pansage,grass,,gluttony,overgrow,,50,53,48,53,48,64,10.5,0.6,316,2400,2400,0.9999998113207904,170,146,263,0.8322784810126582,1,4,Support
512,simisage,grass,,gluttony,overgrow,,75,98,63,98,63,101,30.5,1.1,498,4725,4725,0.999999897959194,297,201,400,0.8032128514056225,3,0,Hybrid Offense
513,pansear,fire,,gluttony,blaze,,50,53,48,53,48,64,11.0,0.6,316,2400,2400,0.9999998113207904,170,146,263,0.8322784810126582,1,4,Support
514,simisear,fire,,gluttony,blaze,,75,98,63,98,63,101,28.0,1.0,498,4725,4725,0.999999897959194,297,201,400,0.8032128514056225,3,0,Hybrid Offense
515,panpour,water,,gluttony,torrent,,50,53,48,53,48,64,13.5,0.6,316,2400,2400,0.9999998113207904,170,146,263,0.8322784810126582,1,4,Support
516,simipour,water,,gluttony,torrent,,75,98,63,98,63,101,29.0,1.0,498,4725,4725,0.999999897959194,297,201,400,0.8032128514056225,3,0,Hybrid Offense
517,munna,psychic,,forewarn,synchronize,telepathy,76,25,45,67,55,24,23.3,0.6,292,3420,4180,0.3731342726665264,116,176,267,0.9143835616438356,0,4,Support
518,musharna,psychic,,forewarn,synchronize,telepathy,116,55,85,107,95,29,60.5,1.1,487,9860,11020,0.5140186435496594,191,296,432,0.8870636550308009,0,7,Tank/Wall
519,pidove,flying,normal,big-pecks,super-luck,rivalry,50,55,50,36,30,43,2.1,0.3,264,2500,1500,1.5277773533951795,134,130,228,0.8636363636363636,0,4,Support
520,tranquill,flying,normal,big-pecks,super-luck,rivalry,62,77,62,50,42,65,15.0,0.6,358,3844,2604,1.5399996920000616,192,166,308,0.8603351955307262,1,4,Support
521,unfezant,flying,normal,big-pecks,super-luck,rivalry,80,115,80,65,55,93,29.0,1.2,488,6400,4400,1.7692304970414618,273,215,423,0.8668032786885246,2,1,Physical Sweeper
522,blitzle,electric,,lightning-rod,motor-drive,sap-sipper,45,60,32,50,32,76,29.8,0.8,295,1440,1440,1.1999997600000478,186,109,245,0.8305084745762712,1,4,Support
523,zebstrika,electric,,lightning-rod,motor-drive,sap-sipper,75,100,63,80,63,116,79.5,1.6,497,4725,4725,1.2499998437500195,296,201,417,0.8390342052313883,3,0,Physical Sweeper
524,roggenrola,rock,,sturdy,weak-armor,sand-force,55,75,85,25,25,15,18.0,0.4,280,4675,1375,2.99999880000048,115,165,255,0.9107142857142856,0,4,Support
525,boldore,rock,,sturdy,weak-armor,sand-force,70,105,105,50,40,20,102.0,0.9,390,7350,2800,2.099999580000084,175,215,340,0.8717948717948718,0,3,Support
526,gigalith,rock,,sturdy,sand-stream,sand-force,85,135,130,60,80,25,260.0,1.7,515,11050,6800,2.2499996250000622,220,295,455,0.883495145631068,0,3,Tank/Wall
527,woobat,flying,psychic,unaware,klutz,simple,65,45,43,55,43,72,2.1,0.4,323,2795,2795,0.8181816694215146,172,151,278,0.8606811145510835,1,4,Support
528,swoobat,flying,psychic,unaware,klutz,simple,67,57,55,77,55,114,10.5,0.9,425,3685,3685,0.7402596441221241,248,177,368,0.8658823529411764,3,1,Special Sweeper
529,drilbur,ground,,sand-rush,sand-force,mold-breaker,60,85,40,30,45,68,8.5,0.3,328,2400,2700,2.833332388889204,183,145,298,0.9085365853658536,1,4,Support
530,excadrill,ground,steel,sand-rush,sand-force,mold-breaker,110,135,60,50,65,88,40.4,0.7,508,6600,7150,2.699999460000108,273,235,458,0.9015748031496064,2,3,Physical Sweeper
531,audino,normal,,healer,regenerator,klutz,103,60,86,60,86,50,31.0,1.1,445,8858,8858,0.9999998333333612,170,275,385,0.8651685393258427,1,7,Tank/Wall
532,timburr,fighting,,guts,sheer-force,iron-fist,75,80,55,25,35,35,12.5,0.6,305,4125,2625,3.199998720000512,140,165,280,0.918032786885246,0,4,Support
533,gurdurr,fighting,,guts,sheer-force,iron-fist,85,105,85,40,50,40,40.0,1.2,405,7225,4250,2.6249993437501637,185,220,365,0.9012345679012346,0,3,Support
534,conkeldurr,fighting,,guts,sheer-force,iron-fist,105,140,95,55,65,45,87.0,1.4,505,9975,6825,2.5454540826447123,240,265,450,0.8910891089108911,0,3,Bulky Offense
535,tympole,water,,swift-swim,hydration,water-absorb,50,50,40,50,40,64,4.5,0.5,294,2000,2000,0.99999980000004,164,130,244,0.8299319727891157,1,4,Support
536,palpitoad,ground,water,swift-swim,hydration,water-absorb,75,65,55,65,55,69,17.0,0.8,384,4125,4125,0.9999998461538696,199,185,319,0.8307291666666666,1,1,Support
537,seismitoad,ground,water,swift-swim,poison-touch,water-absorb,105,95,75,85,75,74,62.0,1.5,509,7875,7875,1.1176469273356555,254,255,424,0.8330058939096268,1,7,Bulky Offense
538,throh,fighting,,guts,inner-focus,mold-breaker,120,100,85,30,85,45,55.5,1.3,465,10200,10200,3.3333322222225927,175,290,435,0.935483870967742,0,3,Tank/Wall
539,sawk,fighting,,sturdy,inner-focus,mold-breaker,75,125,75,30,75,85,51.0,1.4,465,5625,5625,4.1666652777782405,240,225,435,0.935483870967742,2,6,Physical Sweeper
540,sewaddle,bug,grass,swarm,chlorophyll,overcoat,45,53,70,40,60,42,2.5,0.3,310,3150,2700,1.324999668750083,135,175,270,0.8709677419354839,0,4,Support
541,swadloon,bug,grass,leaf-guard,chlorophyll,overcoat,55,63,90,50,80,42,7.3,0.5,380,4950,4400,1.2599997480000502,155,225,330,0.868421052631579,0,4,Tank/Wall
542,leavanny,bug,grass,swarm,chlorophyll,overcoat,75,103,80,70,80,92,20.5,1.2,500,6000,6000,1.4714283612245198,265,235,430,0.86,2,1,Physical Sweeper
543,venipede,bug,poison,poison-point,swarm,speed-boost,30,45,59,30,39,57,5.3,0.4,260,1770,1170,1.499999500000167,132,128,230,0.8846153846153846,1,4,Support
544,whirlipede,bug,poison,poison-point,swarm,speed-boost,40,55,99,40,79,47,58.5,1.2,360,3960,3160,1.374999656250086,142,218,320,0.8888888888888888,0,4,Support
545,scolipede,bug,poison,poison-point,swarm,speed-boost,60,100,89,55,69,112,200.5,2.5,485,5340,4140,1.8181814876033655,267,218,430,0.8865979381443299,3,0,Physical Sweeper
546,cottonee,fairy,grass,prankster,infiltrator,chlorophyll,40,27,60,37,50,66,0.6,0.3,280,2400,2000,0.7297295325055317,130,150,253,0.9035714285714286,1,4,Support
547,whimsicott,fairy,grass,prankster,infiltrator,chlorophyll,60,67,85,77,75,116,6.6,0.7,480,5100,4500,0.8701297571260055,260,220,413,0.8604166666666667,3,0,Hybrid Offense
548,petilil,grass,,chlorophyll,own-tempo,leaf-guard,45,35,50,70,50,30,6.6,0.5,280,2250,2250,0.4999999285714387,135,145,245,0.875,0,4,Support
549,lilligant,grass,,chlorophyll,own-tempo,leaf-guard,70,60,75,110,75,90,16.3,1.1,480,5250,5250,0.5454544958677731,260,220,420,0.875,2,1,Special Sweeper
550,basculin-red-striped,water,,reckless,adaptability,mold-breaker,70,92,65,80,55,98,18.0,1.0,460,4550,3850,1.149999856250018,270,190,380,0.8260869565217391,2,1,Hybrid Offense
551,sandile,dark,ground,intimidate,moxie,anger-point,50,72,35,35,35,65,15.2,0.7,292,1750,1750,2.057142269387923,172,120,257,0.8801369863013698,1,4,Support
552,krokorok,dark,ground,intimidate,moxie,anger-point,60,82,45,45,45,74,33.4,1.0,351,2700,2700,1.8222218172840403,201,150,306,0.8717948717948718,1,4,Support
553,krookodile,dark,ground,intimidate,moxie,anger-point,95,117,80,65,70,92,96.3,1.5,519,7600,6650,1.7999997230769655,274,245,454,0.8747591522157996,2,3,Physical Sweeper
554,darumaka,fire,,hustle,inner-focus,,70,90,45,15,45,50,37.5,0.6,315,3150,3150,5.999996000002667,155,160,300,0.9523809523809524,1,6,Support
555,darmanitan-standard,fire,,sheer-force,zen-mode,,105,140,55,30,55,95,92.9,1.3,480,5775,5775,4.666665111111629,265,215,450,0.9375,2,6,Physical Sweeper
556,maractus,grass,,water-absorb,chlorophyll,storm-drain,75,86,67,106,67,60,28.0,1.0,461,5025,5025,0.8113206781772945,252,209,375,0.8134490238611713,1,1,Support
557,dwebble,bug,rock,sturdy,shell-armor,weak-armor,50,65,85,35,35,55,14.5,0.3,325,4250,1750,1.8571423265307636,155,170,290,0.8923076923076924,1,4,Support
558,crustle,bug,rock,sturdy,shell-armor,weak-armor,70,105,125,65,75,45,200.0,1.4,485,8750,5250,1.6153843668639434,215,270,420,0.865979381443299,0,3,Tank/Wall
559,scraggy,dark,fighting,shed-skin,moxie,intimidate,50,75,70,35,70,48,11.8,0.6,348,3500,3500,2.142856530612419,158,190,313,0.8994252873563219,0,4,Support
560,scrafty,dark,fighting,shed-skin,moxie,intimidate,65,90,115,45,115,58,30.0,1.1,488,7475,7475,1.9999995555556545,193,295,443,0.9077868852459016,1,3,Tank/Wall
561,sigilyph,flying,psychic,wonder-skin,magic-guard,tinted-lens,72,58,80,103,80,97,14.0,1.4,490,5760,5760,0.5631067414459474,258,232,432,0.8816326530612245,2,1,Special Sweeper
562,yamask,ghost,,mummy,,,38,30,85,55,65,30,1.5,0.5,303,3230,2470,0.5454544462810097,115,188,273,0.900990099009901,0,4,Support
563,cofagrigus,ghost,,mummy,,,58,50,145,95,105,30,76.5,1.7,483,8410,6090,0.526315734072028,175,308,433,0.8964803312629399,0,7,Tank/Wall
564,tirtouga,rock,water,solid-rock,sturdy,swift-swim,54,78,103,53,45,22,16.5,0.7,355,5562,2430,1.4716978355287105,153,202,302,0.8507042253521127,0,4,Support
565,carracosta,rock,water,solid-rock,sturdy,swift-swim,74,108,133,83,65,32,81.0,1.2,495,9842,4810,1.3012046625054623,223,272,412,0.8323232323232324,0,7,Tank/Wall
566,archen,flying,rock,defeatist,,,55,112,45,74,45,70,9.5,0.5,401,2475,2475,1.513513308984688,256,145,327,0.8154613466334164,1,1,Support
567,archeops,flying,rock,defeatist,,,75,140,65,112,65,110,32.0,1.4,567,4875,4875,1.2499998883928671,362,205,455,0.8024691358024691,3,0,Physical Sweeper
568,trubbish,poison,,stench,sticky-hold,aftermath,50,50,62,40,62,65,31.0,0.6,329,3100,3100,1.249999687500078,155,174,289,0.878419452887538,1,4,Support
569,garbodor,poison,,stench,weak-armor,aftermath,80,95,82,60,82,75,107.3,1.9,474,6560,6560,1.5833330694444885,230,244,414,0.8734177215189873,1,3,Bulky Offense
570,zorua,dark,,illusion,,,40,65,40,80,40,65,12.5,0.7,330,1600,1600,0.8124998984375127,210,120,265,0.803030303030303,1,4,Support
571,zoroark,dark,,illusion,,,60,105,60,120,60,105,81.1,1.6,510,3600,3600,0.8749999270833394,330,180,405,0.7941176470588235,3,0,Hybrid Offense
572,minccino,normal,,cute-charm,technician,skill-link,55,50,40,40,40,75,5.8,0.4,300,2200,2200,1.249999687500078,165,135,260,0.8666666666666667,1,4,Support
573,cinccino,normal,,cute-charm,technician,skill-link,75,95,60,65,60,115,7.5,0.5,470,4500,4500,1.4615382366864251,275,195,405,0.8617021276595744,3,0,Physical Sweeper
574,gothita,psychic,,frisk,competitive,shadow-tag,45,30,50,55,65,45,5.8,0.4,290,2250,2925,0.5454544462810097,130,160,260,0.896551724137931,0,4,Support
575,gothorita,psychic,,frisk,competitive,shadow-tag,60,45,70,75,85,55,18.0,0.7,390,4200,5100,0.5999999200000107,175,215,345,0.8846153846153846,1,1,Support
576,gothitelle,psychic,,frisk,competitive,shadow-tag,70,55,95,95,110,65,44.0,1.5,490,6650,7700,0.5789473074792307,215,275,435,0.8877551020408163,1,7,Tank/Wall
577,solosis,psychic,,overcoat,magic-guard,regenerator,45,30,40,105,50,20,1.0,0.3,290,1800,2250,0.2857142585034039,155,135,260,0.896551724137931,0,4,Support
578,duosion,psychic,,overcoat,magic-guard,regenerator,65,40,50,125,60,30,8.0,0.6,370,3250,3900,0.319999974400002,195,175,330,0.8918918918918919,0,4,Support
579,reuniclus,psychic,,overcoat,magic-guard,regenerator,110,65,75,125,85,30,20.1,1.0,490,8250,9350,0.5199999584000033,220,270,425,0.8673469387755102,0,7,Tank/Wall
580,ducklett,flying,water,keen-eye,big-pecks,hydration,62,44,50,44,50,55,5.5,0.5,305,3100,3100,0.9999997727273244,143,162,261,0.8557377049180328,1,4,Support
581,swanna,flying,water,keen-eye,big-pecks,hydration,75,87,63,87,63,98,24.2,1.3,473,4725,4725,0.9999998850574844,272,201,386,0.8160676532769556,2,1,Hybrid Offense
582,vanillite,ice,,ice-body,snow-cloak,weak-armor,36,50,50,65,60,44,5.7,0.4,305,1800,2160,0.7692306508875921,159,146,255,0.8360655737704918,0,4,Support
583,vanillish,ice,,ice-body,snow-cloak,weak-armor,51,65,65,80,75,59,41.0,1.1,395,3315,3825,0.8124998984375127,204,191,330,0.8354430379746836,1,1,Support
584,vanilluxe,ice,,ice-body,snow-warning,weak-armor,71,95,85,110,95,79,57.5,1.3,535,6035,6745,0.8636362851239741,284,251,440,0.822429906542056,1,7,Bulky Offense
585,deerling,grass,normal,chlorophyll,sap-sipper,serene-grace,60,60,50,40,50,75,19.5,0.6,335,3000,3000,1.4999996250000935,175,160,295,0.8805970149253731,1,4,Support
586,sawsbuck,grass,normal,chlorophyll,sap-sipper,serene-grace,80,100,70,60,70,95,92.5,1.9,475,5600,5600,1.666666388888935,255,220,415,0.8736842105263158,2,1,Physical Sweeper
587,emolga,electric,flying,static,motor-drive,,55,75,60,75,60,103,5.0,0.4,428,3300,3300,0.9999998666666844,253,175,353,0.8247663551401869,3,1,Hybrid Offense
588,karrablast,bug,,swarm,shed-skin,no-guard,50,75,45,40,45,60,5.9,0.5,315,2250,2250,1.874999531250117,175,140,275,0.873015873015873,1,4,Support
589,escavalier,bug,steel,swarm,shell-armor,overcoat,70,135,105,60,105,20,33.0,1.0,495,7350,7350,2.2499996250000622,215,280,435,0.8787878787878788,0,3,Tank/Wall
590,foongus,grass,poison,effect-spore,regenerator,,69,55,45,55,55,15,1.0,0.2,294,3105,3795,0.9999998181818512,125,169,239,0.8129251700680272,0,4,Support
591,amoonguss,grass,poison,effect-spore,regenerator,,114,85,70,85,80,30,10.5,0.6,464,7980,9120,0.999999882352955,200,264,379,0.8168103448275862,0,7,Tank/Wall
592,frillish-male,ghost,water,water-absorb,cursed-body,damp,55,40,50,65,85,40,33.0,1.2,335,2750,4675,0.6153845207100737,145,190,295,0.8805970149253731,0,4,Support
593,jellicent-male,ghost,water,water-absorb,cursed-body,damp,100,60,70,85,105,60,135.0,2.2,480,7000,10500,0.7058822698962035,205,275,420,0.875,1,7,Tank/Wall
594,alomomola,water,,healer,hydration,regenerator,165,75,80,40,45,65,31.6,1.2,470,13200,7425,1.874999531250117,180,290,430,0.9148936170212766,1,3,Tank/Wall
595,joltik,bug,electric,compound-eyes,unnerve,swarm,50,47,50,57,50,65,0.6,0.1,319,2500,2500,0.8245612588489019,169,150,272,0.8526645768025078,1,4,Support
596,galvantula,bug,electric,compound-eyes,unnerve,swarm,70,77,60,97,60,108,14.3,0.8,472,4200,4200,0.7938143511531597,282,190,395,0.836864406779661,3,0,Special Sweeper
597,ferroseed,grass,steel,iron-barbs,,,44,50,91,24,86,10,18.8,0.6,305,4004,3784,2.0833324652781395,84,221,281,0.921311475409836,0,4,Support
598,ferrothorn,grass,steel,iron-barbs,anticipation,,74,94,131,54,116,20,110.0,1.0,489,9694,8584,1.740740418381404,168,321,435,0.8895705521472392,0,3,Tank/Wall
599,klink,steel,,plus,minus,clear-body,40,55,70,45,60,30,21.0,0.3,300,2800,2400,1.2222219506173442,130,170,255,0.85,0,4,Support
600,klang,steel,,plus,minus,clear-body,60,80,95,70,85,50,51.0,0.6,440,5700,5100,1.14285697959186,200,240,370,0.8409090909090909,1,1,Tank/Wall
601,klinklang,steel,,plus,minus,clear-body,60,100,115,70,85,90,81.0,0.6,520,6900,5100,1.428571224489825,260,260,450,0.8653846153846154,2,1,Physical Sweeper
602,tynamo,electric,,levitate,,,35,55,40,45,40,60,0.3,0.2,275,1400,1400,1.2222219506173442,160,115,230,0.8363636363636363,1,4,Support
603,eelektrik,electric,,levitate,,,65,85,70,75,70,40,22.0,1.2,405,4550,4550,1.1333331822222423,200,205,330,0.8148148148148148,0,4,Support
604,eelektross,electric,,levitate,,,85,115,80,105,80,50,80.5,2.1,515,6800,6800,1.0952379909297152,270,245,410,0.7961165048543689,1,7,Bulky Offense
