id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,bst_efficiency,speed_tier
960,wiglett,water,,gooey,rattled,sand-veil,10,55,25,35,25,95,1.8,1.2,245,250,250,1.5714281224491078,185,60,1.0,2
961,wugtrio,water,,gooey,rattled,sand-veil,35,100,50,50,70,120,5.4,1.2,425,1750,2450,1.99999960000008,270,155,1.0,4
962,bombirdier,flying,dark,big-pecks,keen-eye,rocky-payload,70,103,85,60,85,82,42.9,1.5,485,5950,5950,1.716666380555603,245,240,1.0,2
963,finizen,water,,water-veil,,,70,45,40,45,40,75,60.2,1.3,315,2800,2800,0.9999997777778271,165,150,1.0,1
964,palafin-zero,water,,zero-to-hero,,,100,70,72,53,62,100,60.2,1.3,457,7200,6200,1.3207544677821759,223,234,1.0,3
965,varoom,steel,poison,overcoat,slow-start,,45,70,63,30,45,47,35.0,1.0,300,2835,2025,2.3333325555558146,147,153,1.0,0
966,revavroom,steel,poison,overcoat,filter,,80,119,90,54,67,90,120.0,1.8,500,7200,5360,2.2037032956105005,263,237,1.0,2
967,cyclizar,dragon,normal,shed-skin,regenerator,,70,95,65,85,65,121,63.0,1.6,501,4550,4550,1.1176469273356555,301,200,1.0,4
968,orthworm,steel,,earth-eater,sand-veil,,70,85,145,60,55,65,310.0,2.5,480,10150,3850,1.416666430555595,210,270,1.0,1
969,glimmet,rock,poison,toxic-debris,corrosion,,48,35,42,105,60,60,8.0,0.7,350,2016,2880,0.3333333015873046,200,150,1.0,1
970,glimmora,rock,poison,toxic-debris,corrosion,,83,55,90,130,81,86,45.0,1.5,525,7470,6723,0.4230768905325469,271,254,1.0,2
971,greavard,ghost,,pickup,fluffy,,50,61,60,30,55,34,35.0,0.6,290,3000,2750,2.0333326555557814,125,165,1.0,0
972,houndstone,ghost,,sand-rush,fluffy,,72,101,100,50,97,68,15.0,2.0,488,7200,6984,2.0199995960000807,219,269,1.0,1
973,flamigo,flying,fighting,scrappy,tangled-feet,costar,82,115,74,75,64,90,37.0,1.6,500,6068,5248,1.533333128888916,280,220,1.0,2
974,cetoddle,ice,,thick-fat,snow-cloak,sheer-force,108,68,45,30,40,43,45.0,1.2,334,4860,4320,2.266665911111363,141,193,1.0,0
975,cetitan,ice,,thick-fat,slush-rush,sheer-force,170,113,65,45,55,73,700.0,4.5,521,11050,9350,2.5111105530865436,231,290,1.0,1
976,veluza,water,psychic,mold-breaker,sharpness,,90,102,73,78,65,70,90.0,2.5,478,6570,5850,1.3076921400394692,250,228,1.0,1
977,dondozo,water,,unaware,oblivious,water-veil,150,100,115,65,65,35,220.0,12.0,530,17250,9750,1.5384613017751843,200,330,1.0,0
978,tatsugiri-curly,dragon,water,commander,storm-drain,,68,50,60,120,95,82,8.0,0.3,475,4080,6460,0.4166666319444473,252,223,1.0,2
979,annihilape,fighting,ghost,vital-spirit,inner-focus,defiant,110,115,80,50,90,90,56.0,1.2,535,8800,9900,2.299999540000092,255,280,1.0,2
980,clodsire,poison,ground,poison-point,water-absorb,unaware,130,75,60,45,100,20,223.0,1.8,430,7800,13000,1.6666662962963785,140,290,1.0,0
981,farigiraf,normal,psychic,cud-chew,armor-tail,sap-sipper,120,90,70,110,70,60,160.0,3.2,520,8400,8400,0.8181817438016596,260,260,1.0,1
982,dudunsparce-two-segment,normal,,serene-grace,run-away,rattled,125,100,80,85,75,55,39.2,3.6,520,10000,9375,1.1764704498270058,240,280,1.0,1
983,kingambit,dark,steel,defiant,supreme-overlord,pressure,100,135,120,60,85,50,120.0,2.0,550,12000,8500,2.2499996250000622,245,305,1.0,1
984,great-tusk,ground,fighting,protosynthesis,,,115,131,131,53,53,87,320.0,2.2,570,15065,6095,2.4716976468495004,271,299,1.0,2
985,scream-tail,fairy,psychic,protosynthesis,,,115,65,99,65,115,111,8.0,1.2,570,11385,13225,0.9999998461538697,241,329,1.0,3
986,brute-bonnet,grass,dark,protosynthesis,,,111,127,99,79,99,55,21.0,1.2,570,10989,10989,1.6075947332158564,261,309,1.0,1
987,flutter-mane,ghost,fairy,protosynthesis,,,55,55,55,135,135,135,4.0,1.4,570,3025,7425,0.40740737722908316,325,245,1.0,4
988,slither-wing,bug,fighting,protosynthesis,,,85,135,79,85,105,81,92.0,3.2,570,6715,8925,1.588235107266458,301,269,1.0,2
989,sandy-shocks,electric,ground,protosynthesis,,,85,81,97,121,85,101,60.0,2.3,570,8245,7225,0.6694214322792205,303,267,1.0,3
990,iron-treads,ground,steel,quark-drive,,,90,112,120,72,70,106,240.0,0.9,570,10800,6300,1.5555553395062027,290,280,1.0,3
991,iron-bundle,ice,water,quark-drive,,,56,80,114,124,60,136,11.0,0.6,570,6384,3360,0.6451612382934485,340,230,1.0,4
992,iron-hands,fighting,electric,quark-drive,,,154,140,108,50,68,50,380.7,1.8,570,16632,10472,2.799999440000112,240,330,1.0,1
993,iron-jugulis,dark,flying,quark-drive,,,94,80,86,122,80,108,111.0,1.3,570,8084,7520,0.6557376511690449,310,260,1.0,3
994,iron-moth,fire,poison,quark-drive,,,80,70,60,140,110,110,36.0,1.2,570,4800,8800,0.4999999642857168,320,250,1.0,3
995,iron-thorns,rock,electric,quark-drive,,,100,134,110,70,84,72,303.0,1.6,570,11000,8400,1.9142854408163654,276,294,1.0,1
996,frigibax,dragon,ice,thermal-exchange,ice-body,,65,75,45,35,45,55,17.0,0.5,320,2925,2925,2.1428565306124194,165,155,1.0,1
997,arctibax,dragon,ice,thermal-exchange,ice-body,,90,95,66,45,65,62,30.0,0.8,423,5940,5850,2.111110641975413,202,221,1.0,1
998,baxcalibur,dragon,ice,thermal-exchange,ice-body,,115,145,92,75,86,87,210.0,2.1,600,10580,9890,1.9333330755555898,307,293,1.0,2
999,gimmighoul,ghost,,rattled,,,45,30,70,75,70,10,5.0,0.3,300,3150,3150,0.39999994666667377,115,185,1.0,0
1000,gholdengo,steel,ghost,good-as-gold,,,87,60,95,133,91,84,30.0,1.2,550,8265,7917,0.4511277856294898,277,273,1.0,2
1001,wo-chien,dark,grass,tablets-of-ruin,,,85,85,100,95,135,70,74.2,1.5,570,8500,11475,0.8947367479224475,250,320,1.0,1
1002,chien-pao,dark,ice,sword-of-ruin,,,80,120,80,90,65,135,152.2,1.9,570,6400,5200,1.3333331851852015,345,225,1.0,4
1003,ting-lu,dark,ground,vessel-of-ruin,,,155,110,125,55,80,45,699.7,2.7,570,19375,12400,1.9999996363637023,210,360,1.0,0
1004,chi-yu,dark,fire,beads-of-ruin,,,55,80,80,135,120,100,4.9,0.4,570,4400,6600,0.5925925486968482,315,255,1.0,3
1005,roaring-moon,dragon,dark,protosynthesis,,,105,139,71,55,101,119,380.0,2.0,590,7455,10605,2.5272722677686783,313,277,1.0,3
1006,iron-valiant,fairy,fighting,quark-drive,,,74,130,90,120,60,116,35.0,1.4,590,6660,4440,1.083333243055563,366,224,1.0,3
1007,koraidon,fighting,dragon,orichalcum-pulse,,,100,135,115,85,100,135,303.0,2.5,670,11500,10000,1.588235107266458,355,315,1.0,4
1008,miraidon,electric,dragon,hadron-engine,,,100,85,100,135,115,135,240.0,3.5,670,10000,11500,0.6296295829904013,355,315,1.0,4
1009,walking-wake,water,dragon,protosynthesis,,,99,83,91,125,83,109,280.0,3.5,590,9009,8217,0.6639999468800042,317,273,1.0,3
1010,iron-leaves,grass,psychic,quark-drive,,,90,130,88,70,108,104,125.0,1.5,590,7920,9720,1.8571425918367725,304,286,1.0,3
1011,dipplin,grass,dragon,supersweet-syrup,gluttony,sticky-hold,80,80,110,95,80,40,9.7,0.4,485,8800,6400,0.8421051745152448,215,270,1.0,0
1012,poltchageist,grass,ghost,hospitality,heatproof,,40,45,45,74,54,50,1.1,0.1,308,1800,2160,0.6081080259313478,169,139,1.0,1
1013,sinistcha,grass,ghost,hospitality,heatproof,,71,60,106,121,80,70,2.2,0.2,508,7526,5680,0.49586772761423736,251,257,1.0,1
1014,okidogi,poison,fighting,toxic-chain,guard-dog,,88,128,115,58,86,80,92.2,1.8,555,10120,7568,2.206896171224798,266,289,1.0,2
1015,munkidori,poison,psychic,toxic-chain,frisk,,88,75,66,130,90,106,12.2,1.0,555,5808,7920,0.5769230325443822,311,244,1.0,3
1016,fezandipiti,poison,fairy,toxic-chain,technician,,88,91,82,70,125,99,30.1,1.4,555,7216,11000,1.2999998142857407,260,295,1.0,2
1017,ogerpon,grass,,defiant,,,80,120,84,60,96,110,39.8,1.2,550,6720,7680,1.9999996666667221,290,260,1.0,3
1018,archaludon,steel,dragon,stamina,sturdy,stalwart,90,105,130,125,65,85,60.0,2.0,600,11700,5850,0.8399999328000054,315,285,1.0,2
1019,hydrapple,grass,dragon,supersweet-syrup,regenerator,sticky-hold,106,80,110,120,80,44,93.0,1.8,540,11660,8480,0.6666666111111157,244,296,1.0,0
1020,gouging-fire,fire,dragon,protosynthesis,,,105,115,121,65,93,91,590.0,3.5,590,12705,9765,1.7692304970414618,271,319,1.0,2
1021,raging-bolt,electric,dragon,protosynthesis,,,125,73,91,137,89,75,480.0,5.2,590,11375,11125,0.5328466764345492,285,305,1.0,1
1022,iron-boulder,rock,psychic,quark-drive,,,90,120,80,68,108,124,162.5,1.5,590,7200,9720,1.7647056228374083,312,278,1.0,4
1023,iron-crown,steel,psychic,quark-drive,,,90,72,100,122,108,98,156.0,1.6,590,9000,9720,0.5901638860521404,292,298,1.0,2
1024,terapagos,normal,,tera-shift,,,90,65,85,65,85,60,6.5,0.2,450,7650,7650,0.9999998461538697,190,260,1.0,1
1025,pecharunt,poison,ghost,poison-puppeteer,,,88,88,160,88,88,88,0.3,0.3,600,14080,7744,0.9999998863636492,264,336,1.0,2
